# T0 0.400000 P 16.000000 z 0.500000 g 1.941626 alpha 0.010000 t0 0.300000 t1 0.000000 Process Q_GQ
t Rate 
0 0 0
0.010000000000000002 0.0001500481985176826 -1.3938274334326592e-05
0.02000000000000001 0.0003262602967003167 -2.197379196403412e-05
0.03000000000000002 0.0005039016695625998 -1.6527465542644758e-05
0.04000000000000003 0.0007104336997303401 -1.843807222334532e-05
0.05000000000000004 0.0009087675554142708 -2.3729934908773664e-05
0.060000000000000046 0.001116136780743499 -1.878479795325511e-05
0.07000000000000005 0.0013399251710413675 -1.95971383182478e-05
0.08000000000000006 0.0015550665567893973 -2.4479309453550235e-05
0.09000000000000007 0.001769434665085381 -2.275276659691682e-05
0.10000000000000007 0.001995794452216889 -2.451133186468597e-05
0.11000000000000008 0.002204006398230607 -2.562055991481337e-05
0.12000000000000009 0.002415177477009132 -1.859902527661739e-05
0.1300000000000001 0.0026427195121500285 -2.357704978067426e-05
0.1400000000000001 0.0028461312635985766 -2.2111018940314166e-05
0.1500000000000001 0.0030615589755017296 -2.0709273255984945e-05
0.16000000000000011 0.0032762627987201853 -2.0143187867528636e-05
0.17000000000000012 0.0034683094159652927 -2.3113720763227267e-05
0.18000000000000013 0.0036742054976748512 -1.6561853631700922e-05
0.19000000000000014 0.003884305378575267 -1.5253275792662807e-05
0.20000000000000015 0.004087483419821015 -2.2992507494865033e-05
0.21000000000000016 0.004303927888879046 -1.6775867144238482e-05
0.22000000000000017 0.004514921681089658 -2.275456858413013e-05
0.23000000000000018 0.004715585549314877 -1.615608639989486e-05
0.24000000000000019 0.004924682442002864 -1.6821071667528012e-05
0.25000000000000017 0.005115762715361403 -2.086337259518071e-05
0.2600000000000002 0.005297079246820216 -1.6641146478112157e-05
0.2700000000000002 0.005479310012073082 -1.825590834376653e-05
0.2800000000000002 0.005659975523402227 -2.175433499408859e-05
0.2900000000000002 0.005827169217069508 -1.665802174570779e-05
0.3000000000000002 0.006020375700913337 -1.4776746867184616e-05
0.3100000000000002 0.0061942417354475246 -2.2214907234643748e-05
0.32000000000000023 0.006363283276149728 -1.3846071561611321e-05
0.33000000000000024 0.00654801031221849 -1.7861516437473607e-05
0.34000000000000025 0.006708000975923385 -1.8466319422641084e-05
0.35000000000000026 0.006864319260376701 -1.0664922823309594e-05
0.36000000000000026 0.007036777559679487 -1.3822796488360649e-05
0.3700000000000003 0.007181221295607937 -1.4559095081377593e-05
0.3800000000000003 0.00733940416655378 -1.0198508797091589e-05
0.3900000000000003 0.007488075021627808 -1.2096484601274542e-05
0.4000000000000003 0.007618305084583432 -1.3754389550610022e-05
0.4100000000000003 0.0077533194915205585 -6.092428848122021e-06
0.4200000000000003 0.00788950802199758 -1.3800180996462186e-05
0.4300000000000003 0.008005563291579802 -1.228773720820045e-05
0.44000000000000034 0.00813890420564223 -1.1985038582002991e-05
0.45000000000000034 0.008277981196638909 -1.6370259772137755e-05
0.46000000000000035 0.008392593952167366 -1.1810891180538338e-05
0.47000000000000036 0.008526460760023793 -1.2780623886068238e-05
0.48000000000000037 0.008644856208793896 -1.241239797099801e-05
0.4900000000000004 0.008742078595111778 -1.09980815795694e-05
0.5000000000000003 0.00885203564731371 -1.0727171907464264e-05
0.5100000000000003 0.008942383181161872 -1.0164482599188049e-05
0.5200000000000004 0.009028639945261766 -8.990790526113707e-06
0.5300000000000004 0.009128609767078862 -7.356772363374675e-06
0.5400000000000004 0.009214561699864203 -8.555654187780704e-06
0.5500000000000004 0.009302423162632618 -6.2683089278505605e-06
0.5600000000000004 0.009399633984826678 -8.710328656602248e-06
0.5700000000000004 0.009479240309113235 -1.3852194757160013e-05
0.5800000000000004 0.009549646486907221 -1.2328060822758974e-06
0.5900000000000004 0.009638507189149296 -6.193515656321286e-06
0.6000000000000004 0.00970888418703922 -1.042775442038242e-05
0.6100000000000004 0.009779677325874748 -4.957884673865293e-06
0.6200000000000004 0.009857620061228665 -9.384615477127031e-06
0.6300000000000004 0.00990982666109358 -9.367715361783407e-06
0.6400000000000005 0.009964721236466518 -6.200409670335458e-06
0.6500000000000005 0.010022710756302892 -5.27261149370524e-06
0.6600000000000005 0.010056288407603454 -7.55552554598804e-06
0.6700000000000005 0.010109531565892739 -4.973075790839013e-06
0.6800000000000005 0.010161782270464005 -8.057473780789456e-06
0.6900000000000005 0.010206002688587576 -7.516211903164233e-06
0.7000000000000005 0.010265556384082894 -2.009683347268393e-06
0.7100000000000005 0.010316695447743213 -3.780268937042877e-06
0.7200000000000005 0.010357242045085629 -5.115648488374092e-06
0.7300000000000005 0.010399237121809703 -1.1675562489078806e-06
0.7400000000000005 0.010431485676413143 -3.0743416437328808e-06
0.7500000000000006 0.01045031096885667 -4.833370027018669e-06
0.7600000000000006 0.010482203284702256 1.8770266571859623e-06
0.7700000000000006 0.010512595850423159 -5.705350701339443e-06
0.7800000000000006 0.010527626174268194 -1.6248238695355105e-06
0.7900000000000006 0.010567147950626242 -3.4822026435312597e-06
0.8000000000000006 0.010587598083545145 -7.44570337638667e-06
0.8100000000000006 0.010603713377108144 9.96310271970946e-07
0.8200000000000006 0.010639076983351677 -5.914174426751781e-06
0.8300000000000006 0.010649357904975993 -4.892184308429026e-06
0.8400000000000006 0.01067119464737262 -8.959708733026484e-07
0.8500000000000006 0.010701139672050832 -2.8392923047213664e-06
0.8600000000000007 0.010711314025622377 -4.915869168922032e-06
0.8700000000000007 0.010723569223435472 2.2960173763665603e-06
0.8800000000000007 0.010741784915977453 -1.6896234524624298e-06
0.8900000000000007 0.010733495450968435 -6.950567287573178e-07
0.9000000000000007 0.01073299503390676 7.98619366290318e-06
0.9100000000000007 0.01074835133864332 -1.4000386266144194e-06
0.9200000000000007 0.010746594777031576 -1.6418827010825088e-07
0.9300000000000007 0.01076230209835369 2.5343152374474737e-06
0.9400000000000007 0.010783963230204176 -7.865626540197457e-07
0.9500000000000007 0.010786019549808299 -5.053586834818241e-07
0.9600000000000007 0.01080466562237763 1.0747333399289266e-06
0.9700000000000008 0.010811442362155603 -9.075268385620033e-07
0.9800000000000008 0.010797872207704975 -9.489279526094657e-07
0.9900000000000008 0.010806548412365896 1.2037627226298142e-06
1.0000000000000007 0.01080050358728141 -1.9074679005019746e-06
1.0099999999999996 0.010788470213869809 1.6871599497064738e-06
1.0199999999999985 0.01080029443119565 9.67528690521205e-07
1.0299999999999974 0.010793786394241686 -1.6912483176423354e-06
1.0399999999999963 0.01078850204572136 2.638040552272597e-07
1.0499999999999952 0.010792739883841345 2.866784587883184e-06
1.059999999999994 0.010787115337620093 1.8934083097534027e-06
1.069999999999993 0.010785350807104533 2.446369842635382e-06
1.0799999999999919 0.010797537427286745 1.314630609797543e-06
1.0899999999999908 0.010795376659906732 -1.188773308071281e-06
